id,type,english,burmese,example_en,example_my,pronunciation,audio_url,category
,word,empire,အင်ပါယာ၊ နိုင်ငံတော်ကြီး,The Roman Empire lasted for centuries.,ရောမအင်ပါယာက ရာစုနှစ်ပေါင်းများစွာ တည်ရှိခဲ့တယ်။,/ˈɛmpaɪ.ə/,https://api.dictionaryapi.dev/media/pronunciations/en/empire-us.mp3,everyday
,word,subsequently,နောက်ပိုင်းတွင်,"He apologized, and subsequently, they became friends.",သူ တောင်းပန်ခဲ့ပြီး နောက်ပိုင်းတွင် သူတို့ သူငယ်ချင်းဖြစ်လာခဲ့ကြတယ်။,/ˈsʌb.sɪ.kwənt.li/,https://api.dictionaryapi.dev/media/pronunciations/en/subsequently-au.mp3,everyday
,word,gentle,နူးညံ့,She has a gentle voice.,သူမမှာ နူးညံ့တဲ့ အသံ ရှိတယ်။,/ˈdʒɛntl̩/,https://api.dictionaryapi.dev/media/pronunciations/en/gentle-us.mp3,everyday
,word,attendance,တက်ရောက်မှု,Attendance at the meeting was low.,အစည်းအဝေးမှာ တက်ရောက်မှု နည်းခဲ့တယ်။,/əˈtɛn.dəns/,,everyday
,word,ownership,ပိုင်ဆိုင်မှု,He took ownership of the mistake.,သူ အမှားအတွက် တာဝန်ယူခဲ့တယ်။,,https://api.dictionaryapi.dev/media/pronunciations/en/ownership-us.mp3,everyday
,word,qualification,အရည်အချင်း,What qualifications do you need for this job?,ဒီအလုပ်အတွက် ဘယ်လိုအရည်အချင်းတွေ လိုအပ်လဲ။,/ˌkwɒlɪfɪˈkeɪʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/qualification-uk.mp3,everyday
,word,suspend,ဆိုင်းငံ့၊ ဆွဲထား,The school suspended him for a week.,ကျောင်းက သူ့ကို တစ်ပတ်ကြာ ဆိုင်းငံ့ခဲ့တယ်။,/səˈspɛnd/,https://api.dictionaryapi.dev/media/pronunciations/en/suspend-uk.mp3,everyday
,word,functional,အလုပ်လုပ်နိုင်,This app is simple but functional.,ဒီအက်ပ်က ရိုးရှင်းပေမယ့် အလုပ်လုပ်နိုင်တယ်။,/ˈfʌŋk(t)ʃnəl/,https://api.dictionaryapi.dev/media/pronunciations/en/functional-us.mp3,everyday
,word,voluntary,စေတနာ့ဝန်ထမ်း,"This is a voluntary program, not required.",ဒါက စေတနာ့ဝန်ထမ်း အစီအစဉ်တစ်ခုပါ၊ မဖြစ်မနေ မလိုအပ်ဘူး။,/ˈvɒ.lən.tɹi/,https://api.dictionaryapi.dev/media/pronunciations/en/voluntary-us.mp3,everyday
,word,pale,ဖျော့,She looked pale after the illness.,ဖျားနာပြီးနောက် သူမ မျက်နှာဖျော့နေတယ်။,/peɪl/,https://api.dictionaryapi.dev/media/pronunciations/en/pale-us.mp3,everyday
,word,stain,အစွန်း၊ ပေစေ,There is a stain on my shirt.,ကျွန်တော့်အင်္ကျီပေါ်မှာ အစွန်းတစ်ခု ရှိနေတယ်။,/steɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/stain-uk.mp3,everyday
,word,athlete,အားကစားသမား,He is a professional athlete.,သူက ပရော်ဖက်ရှင်နယ် အားကစားသမားတစ်ယောက်ပါ။,/ˈæθ.lit/,https://api.dictionaryapi.dev/media/pronunciations/en/athlete-us.mp3,everyday
,word,organic,သဘာဝ၊ ဩဂဲနစ်,We only buy organic vegetables.,ဩဂဲနစ် ဟင်းသီးဟင်းရွက်တွေကိုသာ ဝယ်တယ်။,/ɔːˈɡænɪk/,https://api.dictionaryapi.dev/media/pronunciations/en/organic-us.mp3,everyday
,word,tongue,လျှာ,She burned her tongue on the hot soup.,သူမ ပူတဲ့ဟင်းချိုနဲ့ လျှာလောင်သွားတယ်။,/tʌŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/tongue-uk.mp3,everyday
,word,server,ဆာဗာ၊ ဧည့်ဝန်ထမ်း,The server crashed this morning.,ဒီမနက် ဆာဗာ ပျက်သွားတယ်။,/ˈsɜːvə/,,everyday
,word,structural,ဖွဲ့စည်းတည်ဆောက်ပုံဆိုင်ရာ,There are structural problems with the building.,အဆောက်အအုံမှာ ဖွဲ့စည်းတည်ဆောက်ပုံဆိုင်ရာ ပြဿနာတွေ ရှိတယ်။,,,everyday
,word,website,ဝဘ်ဆိုက်,Please visit our website for more information.,အချက်အလက်ပိုရဖို့ ကျွန်တော်တို့ရဲ့ ဝဘ်ဆိုက်ကို လာလည်ပါ။,/ˈwɛbˌsaɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/website-uk.mp3,everyday
,word,fool,လူမိုက်၊ လှည့်စား,Don't fool me.,ကျွန်တော့်ကို မလှည့်စားပါနဲ့။,/fuːl/,https://api.dictionaryapi.dev/media/pronunciations/en/fool-uk.mp3,everyday
,word,alongside,ဘေးတိုက်၊ နှင့်အတူ,He worked alongside his father.,သူ သူ့အဖေနှင့်အတူ အလုပ်လုပ်ခဲ့တယ်။,/ə.lɒŋˈsaɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/alongside-us.mp3,everyday
,word,unite,ပေါင်းစည်း,The tragedy united the whole community.,ဒီဝမ်းနည်းစရာဖြစ်ရပ်က တစ်ရပ်ကွက်လုံးကို ပေါင်းစည်းစေခဲ့တယ်။,/juˈnaɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/unite-us.mp3,everyday
,word,gently,နူးညံ့စွာ,Please handle this gently.,ဒါကို နူးညံ့စွာ ကိုင်တွယ်ပါ။,/ˈdʒɛntli/,https://api.dictionaryapi.dev/media/pronunciations/en/gently-us.mp3,everyday
,word,compute,တွက်ချက်,We need to compute the total cost.,စုစုပေါင်းကုန်ကျစရိတ်ကို တွက်ချက်ဖို့ လိုတယ်။,/kəmˈpjuːt/,,everyday
,word,wipe,သုတ်,Please wipe the table before eating.,စားခင် စားပွဲကို သုတ်ပေးပါ။,/waɪp/,https://api.dictionaryapi.dev/media/pronunciations/en/wipe-us.mp3,everyday
,word,weird,ထူးဆန်း,That was a weird dream.,ဒါက ထူးဆန်းတဲ့ အိပ်မက်တစ်ခုပါ။,/ˈwiːəd/,https://api.dictionaryapi.dev/media/pronunciations/en/weird-au.mp3,everyday
,word,gaze,စိုက်ကြည့်,She gazed at the stars for hours.,သူမ ကြယ်တွေကို နာရီပေါင်းများစွာ စိုက်ကြည့်ခဲ့တယ်။,/ɡeɪz/,https://api.dictionaryapi.dev/media/pronunciations/en/gaze-us.mp3,everyday
,word,fade,မှိန်သွား,The color of this shirt has faded.,ဒီအင်္ကျီရဲ့ အရောင် မှိန်သွားပြီ။,/feɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/fade-au.mp3,everyday
,word,cough,ချောင်းဆိုး,He has a bad cough.,သူ ချောင်းဆိုးနေတယ်။,/kɑf/,https://api.dictionaryapi.dev/media/pronunciations/en/cough-us.mp3,everyday
,word,hypothesis,ယူဆချက်,The scientist tested her hypothesis.,သိပ္ပံပညာရှင်က သူမရဲ့ ယူဆချက်ကို စမ်းသပ်ခဲ့တယ်။,/-əsəs/,https://api.dictionaryapi.dev/media/pronunciations/en/hypothesis-us.mp3,everyday
,word,royal,တော်ဝင်,They visited the royal palace.,သူတို့ တော်ဝင်နန်းတော်ကို သွားလည်ခဲ့ကြတယ်။,/ˈɹɔɪəl/,https://api.dictionaryapi.dev/media/pronunciations/en/royal-us.mp3,everyday
,word,theoretical,သီအိုရီဆိုင်ရာ,"This is a theoretical question, not a practical one.",ဒါက သီအိုရီဆိုင်ရာ မေးခွန်းတစ်ခုပါ၊ လက်တွေ့ဆိုင်ရာ မဟုတ်ဘူး။,/ˌθi.əˈɹɛtɪkəl/,https://api.dictionaryapi.dev/media/pronunciations/en/theoretical-us.mp3,everyday
,word,curtain,ကန့်လန့်ကာ,Please close the curtain.,ကန့်လန့်ကာကို ပိတ်ပေးပါ။,/ˈkɜːtn̩/,https://api.dictionaryapi.dev/media/pronunciations/en/curtain-uk.mp3,everyday
,word,mayor,မြို့တော်ဝန်,The mayor spoke at the ceremony.,မြို့တော်ဝန်က အခမ်းအနားမှာ မိန့်ခွန်းပြောခဲ့တယ်။,/ˈmeɪ.ə/,https://api.dictionaryapi.dev/media/pronunciations/en/mayor-us.mp3,everyday
,word,darkness,အမှောင်,The house was in complete darkness.,အိမ်က လုံးဝ အမှောင်ထဲမှာ ရှိနေတယ်။,/ˈdɑːknəs/,https://api.dictionaryapi.dev/media/pronunciations/en/darkness-us.mp3,everyday
,word,aunt,အန်တီ၊ အဒေါ်,My aunt visits us every year.,ကျွန်တော့်အန်တီ နှစ်စဉ် ကျွန်တော်တို့ကို လာလည်တယ်။,/ɑ(ː)nt/,https://api.dictionaryapi.dev/media/pronunciations/en/aunt-us.mp3,everyday
,word,tournament,ပြိုင်ပွဲ,Our school won the football tournament.,ကျွန်တော်တို့ကျောင်း ဘောလုံးပြိုင်ပွဲကို နိုင်ခဲ့တယ်။,/ˈtɔːnəmənt/,,everyday
,word,registration,မှတ်ပုံတင်ခြင်း,Registration for the class ends tomorrow.,အတန်းအတွက် မှတ်ပုံတင်ခြင်း မနက်ဖြန် ကုန်ဆုံးမယ်။,,https://api.dictionaryapi.dev/media/pronunciations/en/registration-us.mp3,everyday
,word,fragment,အစိတ်အပိုင်း၊ အပိုင်းအစ,Only a fragment of the old building remains.,အဆောက်အအုံဟောင်းရဲ့ အပိုင်းအစတစ်ခုပဲ ကျန်ရှိနေတယ်။,/ˈfɹæɡmənt/,,everyday
,word,listener,နားထောင်သူ,She is a good listener.,သူမက နားထောင်တတ်တဲ့ လူတစ်ယောက်ပါ။,/ˈlɪs(ə)nə/,https://api.dictionaryapi.dev/media/pronunciations/en/listener-us.mp3,everyday
,word,immigration,လူဝင်မှုကြီးကြပ်ရေး,He works for the immigration department.,သူ လူဝင်မှုကြီးကြပ်ရေးဌာနမှာ အလုပ်လုပ်တယ်။,/ɪmɪˈɡɹeɪʃn/,,everyday
,word,tender,နူးညံ့၊ တင်ဒါ,The meat was very tender.,အသားက အရမ်းနူးညံ့တယ်။,/ˈtɛn.də(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/tender-us.mp3,everyday
,word,density,သိပ်သည်းဆ,The population density here is high.,ဒီမှာ လူဦးရေသိပ်သည်းဆ မြင့်တယ်။,/ˈdɛn.sə.ti/,,everyday
,word,ugly,အရုပ်ဆိုး,That building is really ugly.,ဒီအဆောက်အအုံက တကယ့်ကို အရုပ်ဆိုးတယ်။,/ˈʌɡli/,https://api.dictionaryapi.dev/media/pronunciations/en/ugly-uk.mp3,everyday
,word,module,သင်ခန်းစာအပိုင်း၊ မော်ဂျူး,This course has five modules.,ဒီသင်တန်းမှာ သင်ခန်းစာအပိုင်း ငါးပိုင်း ရှိတယ်။,/ˈmɒdjuːl/,,everyday
,word,faithfully,သစ္စာရှိစွာ,He served the company faithfully for years.,သူ နှစ်ပေါင်းများစွာ ကုမ္ပဏီကို သစ္စာရှိစွာ အလုပ်လုပ်ပေးခဲ့တယ်။,/ˈfeɪθfəli/,,everyday
,word,autumn,ဆောင်းဦး,The leaves turn red in autumn.,အရွက်တွေက ဆောင်းဦးရာသီမှာ အနီရောင် ဖြစ်လာတယ်။,/ˈɔːtəm/,https://api.dictionaryapi.dev/media/pronunciations/en/autumn-uk.mp3,everyday
,word,cheek,ပါး,She kissed him on the cheek.,သူမ သူ့ကို ပါးဝန်း နမ်းပေးခဲ့တယ်။,/tʃiːk/,https://api.dictionaryapi.dev/media/pronunciations/en/cheek-us.mp3,everyday
,word,attachment,ပူးတွဲ၊ တွယ်တာမှု,Please open the attachment in the email.,အီးမေးလ်ထဲက ပူးတွဲဖိုင်ကို ဖွင့်ကြည့်ပါ။,/əˈtætʃmənt/,https://api.dictionaryapi.dev/media/pronunciations/en/attachment-us.mp3,everyday
,word,holder,ကိုင်ဆောင်သူ၊ အကိုင်,This is a phone holder for your car.,ဒါက မင်းကားအတွက် ဖုန်းအကိုင်ပါ။,/ˈhəʊldə/,https://api.dictionaryapi.dev/media/pronunciations/en/holder-us.mp3,everyday
,word,solar,နေရောင်ခြည်စွမ်းအင်,We installed solar panels on the roof.,အမိုးပေါ်မှာ နေရောင်ခြည်စွမ်းအင်ဘောင်ခံတွေ တပ်ဆင်ခဲ့တယ်။,/ˈsəʊlə/,https://api.dictionaryapi.dev/media/pronunciations/en/solar-us.mp3,everyday
,word,grin,သွားပြုံး,He gave a big grin.,သူ သွားပြုံးကြီး ပြုံးပြခဲ့တယ်။,/ɡɹɪn/,https://api.dictionaryapi.dev/media/pronunciations/en/grin-us.mp3,everyday
,word,rose,နှင်းဆီ,He gave her a red rose.,သူ သူမကို နှင်းဆီနီတစ်ပွင့် ပေးခဲ့တယ်။,/ɹəʊz/,https://api.dictionaryapi.dev/media/pronunciations/en/rose-1-uk.mp3,everyday
